person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29,male,Associate,86090.76635598118,3,MORTGAGE,12876.752637869222,VENTURE,11.90331690394314,0.14957182033465086,4,730.0699568456571,No,0
66,male,Master,88815.7217028199,16,MORTGAGE,20633.66647797212,VENTURE,8.137233880615089,0.23231997761627154,28,772.3715094743255,No,0
33,male,Bachelor,51044.70913683576,22,RENT,17397.832532649016,EDUCATION,13.180455010753041,0.3408351781574575,17,668.989235823299,No,0
57,male,Doctorate,74786.17947362585,14,OWN,13065.89128655386,DEBTCONSOLIDATION,12.015616826010234,0.17470997152838497,25,572.0710678190356,No,1
31,male,High School,66229.29704750398,24,MORTGAGE,1000.0,HOMEIMPROVEMENT,8.699648928566209,0.015099058038963251,8,669.9840764854914,No,0
64,male,High School,22520.81318951417,13,MORTGAGE,18058.64741291424,VENTURE,13.148199645725764,0.8018648021698639,24,631.767760291717,No,0
36,male,Bachelor,65269.31588055975,25,RENT,27869.5349994716,MEDICAL,10.275170081316631,0.42699290812962926,24,587.0737184535117,Yes,0
54,male,Bachelor,57009.455428864356,11,MORTGAGE,23953.08745124701,VENTURE,11.157806143143716,0.4201599063007251,21,586.2991882672809,No,0
85,female,Bachelor,48796.84564785608,29,MORTGAGE,23156.413678416575,VENTURE,12.571345983928335,0.4745473477020531,27,750.7172890764916,No,0
60,male,Master,53516.62880198789,20,RENT,3495.479838935953,VENTURE,12.112171400601353,0.06531577039109221,18,554.6861072222889,No,0
48,male,Bachelor,63150.32474640093,23,RENT,28343.886456064218,DEBTCONSOLIDATION,11.587558073986088,0.4488319984083628,8,723.1569568212377,No,0
37,male,Master,85802.08025730605,21,MORTGAGE,19292.747552346016,DEBTCONSOLIDATION,13.863044599083459,0.2248517459540643,17,720.1186967484416,No,0
39,male,Bachelor,43803.197240219204,26,RENT,14125.787421409394,EDUCATION,16.666338985583238,0.32248302204843127,2,675.2163394462883,No,0
33,male,Master,81592.62254194335,18,MORTGAGE,16956.706832832686,VENTURE,8.26194585824151,0.20782156896741436,1,653.5184445347553,No,0
53,female,Master,53009.59884700953,8,MORTGAGE,30139.047646726172,DEBTCONSOLIDATION,11.290347175232336,0.5685583045763122,26,782.7944486244364,No,0
68,male,Associate,85058.32525526083,4,RENT,17591.051020551557,HOMEIMPROVEMENT,15.96062126362274,0.20681163152178988,1,714.0321120147934,No,0
73,female,Associate,71704.39214021116,27,MORTGAGE,1000.0,EDUCATION,8.91745154694116,0.013946147092978553,1,797.5258753380352,No,0
50,male,Bachelor,75269.58227113466,15,MORTGAGE,3818.7066020295406,DEBTCONSOLIDATION,12.00726884528543,0.050733729174606924,9,732.9170907439249,No,0
77,male,Bachelor,61971.608070714865,7,MORTGAGE,6733.468250362965,EDUCATION,11.267220839311182,0.10865408305492906,2,726.6966619611276,No,0
61,male,Master,40955.51449812559,27,RENT,21938.859172739118,PERSONAL,9.25933651092501,0.53567534046589,22,756.3043816372706,No,0
77,male,Master,28387.053700224962,22,OWN,1000.0,MEDICAL,9.091914881296438,0.03522732618045793,18,688.1717208633374,No,0
49,female,Associate,31931.371238811073,19,RENT,6246.369661673185,DEBTCONSOLIDATION,7.5704542942963835,0.19561858508854196,7,713.3879435800582,No,0
44,male,Doctorate,79917.63577659466,4,OWN,31282.90006392537,DEBTCONSOLIDATION,10.101968585516289,0.39143925818044706,21,654.964831727163,No,0
82,male,High School,70277.782981327,29,MORTGAGE,1000.0,HOMEIMPROVEMENT,10.006790894507102,0.014229247958287228,25,578.7747131446016,Yes,0
38,female,High School,80081.61153034729,13,MORTGAGE,23584.10606879009,EDUCATION,11.450209642632705,0.29450089250330314,18,697.4442551791153,No,0
27,male,Doctorate,97211.1210857584,10,OWN,20898.872072351624,EDUCATION,11.980476500038035,0.2149843746160988,12,705.3589612651253,No,1
22,male,Doctorate,43871.78284657531,18,OWN,2537.6087779784684,VENTURE,5.422052482712392,0.05784147835643651,6,742.3986116747576,No,0
36,male,High School,42657.102030111564,11,OWN,5345.648990083117,MEDICAL,15.130305079151537,0.12531674060534242,1,689.1275302520971,No,0
33,female,Associate,42625.72013782071,16,RENT,22292.20573313746,MEDICAL,9.564724655748083,0.5229754631959439,9,464.67484078211,No,0
28,male,High School,52031.735869915334,3,RENT,20831.161112298687,DEBTCONSOLIDATION,11.44431596673805,0.4003549134777806,10,644.7662953276358,No,0
81,female,Doctorate,63732.48535384811,20,OWN,6133.7090285275735,MEDICAL,8.569866955706418,0.09624148492676389,4,741.5843487807746,No,0
40,male,High School,41063.43032433407,0,OWN,23308.095263990068,MEDICAL,5.0,0.567611986623966,20,723.2252039508865,No,0
56,male,High School,64945.664484874826,9,RENT,9268.433466444389,VENTURE,13.93657456433006,0.14271058029751796,7,671.7043292842237,No,0
30,male,Doctorate,38386.84555130744,2,RENT,14133.756641826598,DEBTCONSOLIDATION,13.281060653989174,0.3681927086958884,13,735.7557548822964,Yes,0
39,male,Associate,26462.91021134655,13,RENT,8359.06099359257,HOMEIMPROVEMENT,12.765075459307077,0.31587837191120577,26,644.6634475320928,No,0
54,male,High School,48081.40674838031,15,RENT,5742.623791562737,MEDICAL,11.432334524712775,0.11943543627196776,15,815.6992208105607,No,0
72,female,Bachelor,71970.35589099374,2,RENT,16382.520122735092,EDUCATION,15.03829631309265,0.22762872185248115,11,579.2320396284968,Yes,0
66,male,Bachelor,36961.42679081582,27,MORTGAGE,20056.45977002459,EDUCATION,11.493280536863804,0.5426321847242169,5,744.2490063796175,No,0
71,male,High School,56488.66734340955,19,MORTGAGE,15692.598340515313,HOMEIMPROVEMENT,12.781775938286767,0.2778008241036358,29,769.8937882707346,No,0
27,female,Doctorate,55472.623914364376,11,RENT,13955.840311415255,HOMEIMPROVEMENT,13.410966392810801,0.2515806775781784,9,627.0886649716297,No,0
23,male,Bachelor,69303.06594472512,8,RENT,18802.583091357385,MEDICAL,13.07017954409664,0.27130954215436853,21,715.1448440483533,No,0
46,female,High School,42568.1431014217,25,RENT,10637.686351113352,MEDICAL,17.81800194679789,0.24989782443101383,21,706.8667992870405,No,0
63,male,Doctorate,99351.20750028876,9,RENT,14185.734460058737,HOMEIMPROVEMENT,6.400771391688655,0.14278371463192843,16,656.2125722322646,No,0
59,male,Bachelor,66231.51124467154,12,MORTGAGE,7220.39957587343,PERSONAL,11.695450369900875,0.10901758755284821,23,647.9985417202017,No,0
66,male,Associate,62521.4168790173,16,RENT,5006.28736961156,MEDICAL,19.222231360320652,0.08007315923916164,7,700.5120391280311,No,0
63,male,Doctorate,47016.811963532666,27,RENT,21363.590054082302,HOMEIMPROVEMENT,12.509256662382306,0.45438193620299905,7,712.416295408998,No,0
67,male,Bachelor,57487.27753608699,8,OWN,25910.23244166343,PERSONAL,6.149778838765606,0.4507124628644759,21,760.5811827767939,No,0
71,male,Master,40449.751469204755,4,OWN,24565.487546982877,EDUCATION,9.758480676679984,0.607308738736877,5,741.9324787972539,No,0
30,male,Master,65127.61307266043,21,MORTGAGE,12670.6758778545,DEBTCONSOLIDATION,9.08016647674461,0.19455151632408674,21,598.4062198911098,Yes,0
23,female,Doctorate,73506.0157369554,5,OWN,25794.760765801693,DEBTCONSOLIDATION,11.78893778562976,0.3509204043667583,25,648.243082288096,No,0
67,female,Bachelor,59206.317677092346,17,RENT,12280.57007854881,EDUCATION,14.281309951310067,0.2074199267977835,2,748.1538442839163,No,0
45,male,Associate,69388.47101048386,19,RENT,18402.247331947354,PERSONAL,6.8581257513301885,0.26520612234223995,25,779.8936078597827,No,0
58,female,Doctorate,42982.26058866516,18,RENT,4762.769620549267,DEBTCONSOLIDATION,13.113475221014232,0.11080779734059068,22,708.9517401948259,No,0
77,female,Doctorate,60008.87522170308,8,RENT,30032.77920009845,HOMEIMPROVEMENT,12.450211965037008,0.5004722899594802,26,790.6104183353023,No,0
38,male,Associate,71912.15833416798,16,MORTGAGE,11845.645647946623,HOMEIMPROVEMENT,8.438708826716457,0.16472382309680092,29,703.0596654357113,No,1
77,female,High School,58419.401452654034,0,RENT,19337.645986732998,HOMEIMPROVEMENT,12.252326506911134,0.3310141067159885,17,605.9656056021057,No,0
47,female,High School,51986.27984228838,17,RENT,16046.817677362986,HOMEIMPROVEMENT,10.380523741023833,0.3086740910494938,1,475.77824312371445,No,0
85,male,Associate,33707.577167545125,16,RENT,26639.870554103563,HOMEIMPROVEMENT,5.8059433655063195,0.7903229123140121,28,728.7719582091368,No,0
29,male,Associate,44100.53291654276,23,MORTGAGE,26770.56730750136,DEBTCONSOLIDATION,16.310126001586795,0.6070350069955577,19,701.3269430092172,No,0
77,male,Bachelor,84877.8085117694,25,MORTGAGE,9376.289426963715,VENTURE,14.667637479636635,0.1104680904392527,25,550.1989391032795,No,0
33,female,Associate,53717.316955959,28,RENT,30559.98716070839,MEDICAL,7.9842464159190145,0.5689038264097123,23,747.4989366253305,No,0
34,male,Master,108027.73856411023,11,OWN,14861.08794895338,PERSONAL,9.898938231654482,0.13756733359861928,8,743.5581275872695,No,1
52,female,Master,80252.77544450556,8,OWN,11676.95651605221,PERSONAL,16.872033478973812,0.14550221411503425,26,684.6334665261578,No,1
36,male,High School,48632.80895255902,21,RENT,20637.091375173295,VENTURE,12.384842786130275,0.42434504236234105,14,672.6085659670624,No,0
43,male,Master,11619.918447896867,10,MORTGAGE,24875.501404168164,EDUCATION,9.907638583679255,1.5,16,632.1194863963589,No,0
49,male,Master,50927.16870104452,16,OWN,21442.018695604103,DEBTCONSOLIDATION,15.281181208761705,0.4210330014903092,10,734.4424445052781,No,0
81,female,Bachelor,39943.00774954402,25,MORTGAGE,9054.796385725524,EDUCATION,6.424447703574456,0.22669290311090534,13,681.2703675402806,No,0
32,female,High School,40984.47394955368,3,MORTGAGE,16205.180329054145,PERSONAL,6.4977223800450155,0.3953980316790334,15,600.1502158354031,No,0
81,male,Bachelor,46173.93794682854,3,OWN,4311.514750191949,VENTURE,12.351998018985975,0.09337550449253128,19,735.6351536291013,Yes,0
66,male,Doctorate,39477.37342777679,17,RENT,14071.730384409164,VENTURE,18.383787001670196,0.35645052247848164,1,604.8261221407012,No,0
35,male,Master,28537.73180907258,27,OWN,3246.5769288249103,MEDICAL,12.348561665875739,0.11376436468552045,1,693.8946453533897,No,0
85,female,Master,74147.05931833494,13,OWN,2169.06020134724,EDUCATION,12.10477203930918,0.029253489231917236,11,697.9513807610625,No,0
62,male,Bachelor,36505.62893258919,13,RENT,12984.09124394904,DEBTCONSOLIDATION,13.248973073783773,0.3556736761863572,14,656.4815887145581,No,0
27,female,Doctorate,70675.50444121612,13,RENT,16408.19596245177,VENTURE,13.129188063477569,0.2321624174058662,5,723.066812079934,No,0
22,male,Master,80380.39817253975,27,MORTGAGE,15478.587171598007,DEBTCONSOLIDATION,8.652131335876476,0.19256668943555863,25,733.5675715595532,No,0
31,female,Associate,47536.29801116673,2,OWN,15538.688599561709,MEDICAL,20.40478524678916,0.3268804944783778,8,656.6576575045058,No,0
35,male,Bachelor,75081.37421300341,10,MORTGAGE,5840.010678744244,EDUCATION,13.658230004194502,0.07778241594481641,23,723.8535109721968,No,1
78,male,High School,44641.07943202053,12,RENT,9483.085846026916,DEBTCONSOLIDATION,14.38670849145008,0.21242958205049153,18,683.2212410507565,No,0
68,male,Doctorate,51070.38830441806,18,RENT,15605.498685335198,HOMEIMPROVEMENT,9.24589310564579,0.30556843610263246,21,707.2770824419815,No,0
82,female,Master,39790.80845499782,5,MORTGAGE,19249.486569701163,EDUCATION,12.102543465467688,0.4837671642553264,17,724.5288555578445,Yes,0
81,female,Master,45189.70795960118,2,OWN,30620.138554523965,PERSONAL,14.407454355515172,0.6775909811565465,4,591.5323496605555,No,0
68,female,High School,77685.62447564989,8,RENT,18263.441555232297,PERSONAL,14.11134923835548,0.23509422339723698,5,704.7620875604174,Yes,0
70,male,Master,57464.21137622072,20,MORTGAGE,12691.544735148693,MEDICAL,9.67839844968622,0.22085998278226757,13,590.4193235158483,No,0
52,male,Associate,55042.57705623328,14,OWN,1000.0,DEBTCONSOLIDATION,6.903093828207096,0.018167754009380185,5,591.6489602812339,No,0
49,male,Associate,66443.01138931903,1,OWN,19315.888215650983,DEBTCONSOLIDATION,11.235820893321353,0.29071361775688703,7,669.0369837354364,No,0
78,male,Doctorate,96423.61830030696,6,MORTGAGE,13318.776964130884,HOMEIMPROVEMENT,5.0,0.13812774503701117,15,638.4034550877171,No,0
34,female,Associate,31475.735679206904,15,RENT,26261.561055030237,MEDICAL,8.8248360309485,0.8343430419762615,28,740.5916936500648,No,0
42,male,Doctorate,88185.59960067051,17,MORTGAGE,2614.827255830587,EDUCATION,9.319910423256985,0.029651408706991494,17,684.4728311312774,No,0
64,male,Doctorate,52940.97433162751,8,OWN,27282.56094262979,PERSONAL,13.401653281113559,0.5153392299078049,27,702.8440557664672,Yes,0
81,male,Bachelor,59080.456614072296,24,RENT,15360.058833277722,DEBTCONSOLIDATION,10.652461049227613,0.25998544550211095,14,701.9451762675558,No,0
34,female,Master,77677.65946496984,13,MORTGAGE,10945.951634209097,HOMEIMPROVEMENT,14.586389072606865,0.1409150547223346,13,697.2860778841207,No,0
65,male,Master,82751.32870607369,4,OWN,1000.0,MEDICAL,13.32375669800387,0.01208439810739381,11,689.3857781666732,No,0
83,female,Associate,80588.0022036592,16,MORTGAGE,11547.739401907886,PERSONAL,10.36642329535862,0.14329353112296841,12,619.4227272497255,No,0
65,male,Master,54028.7974233549,26,OWN,12655.338677517582,PERSONAL,6.730161569062261,0.23423321045541332,26,798.6648182894617,No,0
75,male,Doctorate,74077.59163316715,16,OWN,10210.84952417027,DEBTCONSOLIDATION,15.812629658835625,0.13783992296529404,21,704.8749730652479,No,0
63,male,Doctorate,82856.41952301159,6,RENT,10957.326322928728,VENTURE,11.867972313756313,0.13224474803531144,8,680.0049219598745,No,0
48,male,High School,75052.88325873192,22,OWN,12403.645101406308,DEBTCONSOLIDATION,11.043638050193291,0.16526540437689613,26,641.3051674557157,Yes,0
81,female,Master,75999.53514282218,10,RENT,21207.247599667666,EDUCATION,16.018779947811893,0.27904443836154963,8,693.2284220755301,No,0
71,female,Master,86347.6866489635,21,RENT,6951.283455439013,MEDICAL,8.786981121476655,0.08050341271676043,23,677.6745959873846,No,0
73,male,Associate,39907.99351038317,20,OWN,11434.121210963971,VENTURE,12.939223773145073,0.286512054483247,14,753.0654651800667,No,0
76,male,Associate,54549.06611017912,13,RENT,21216.74350540832,HOMEIMPROVEMENT,6.932956051737559,0.38894787790783414,14,612.4768287614797,Yes,0
85,female,Bachelor,29089.767521777892,9,RENT,3570.9213394593226,HOMEIMPROVEMENT,12.356190815104746,0.12275523813608934,19,606.9718126630621,No,0
41,female,Associate,79376.500547262,23,OWN,9907.841817067754,PERSONAL,14.477543826518048,0.12482084431485452,9,621.628249424581,No,0
39,male,Doctorate,45996.937946625316,13,OWN,17449.369654784736,EDUCATION,13.046462933772265,0.37935937550958115,13,574.7653665716115,No,0
52,male,Doctorate,63965.17801883418,5,OWN,17881.182410947637,MEDICAL,8.842708523864946,0.27954557408849273,7,715.5074844573612,No,0
44,male,Master,83961.71513479018,12,RENT,4173.765356837068,MEDICAL,6.760074866159678,0.049710339410487296,29,607.7974627143492,No,0
65,female,High School,65949.25978936157,5,OWN,1000.0,VENTURE,11.900376444210998,0.015163172463101888,4,582.8099963497248,No,0
76,male,Master,43745.59121542184,24,OWN,25911.967195022768,HOMEIMPROVEMENT,16.089628880374715,0.5923332266198268,11,684.4233427348813,No,0
24,female,High School,82628.82719736763,21,MORTGAGE,13834.569414142848,MEDICAL,8.922580135701855,0.1674303010630603,11,628.2303245951709,No,0
74,male,Associate,80543.24134382834,22,MORTGAGE,26994.482293918816,HOMEIMPROVEMENT,14.108460864237667,0.33515515198454676,12,553.5722688592081,No,0
80,male,Bachelor,82687.83877827176,7,RENT,6857.538853186112,DEBTCONSOLIDATION,11.39908269307231,0.08293285874328712,15,809.6697571258213,Yes,0
27,female,Bachelor,72455.12423572702,17,MORTGAGE,12287.742124182721,EDUCATION,13.451232570887557,0.16959107107739577,1,687.9157926441331,No,0
35,male,Bachelor,58422.816256295555,20,OWN,13166.597746541269,HOMEIMPROVEMENT,13.223527443826496,0.22536739223218216,27,736.2043998393809,No,1
67,male,Associate,30722.497603447657,26,MORTGAGE,10424.962297852082,EDUCATION,13.702003981024308,0.33932665346459984,19,566.5039421407342,No,0
80,female,High School,17453.865080260337,1,RENT,20239.715009171145,MEDICAL,7.225159765964251,1.159612207158717,7,738.3067572960335,No,0
34,male,Master,47053.465561342186,15,MORTGAGE,3509.8228711747615,VENTURE,9.797124982959035,0.07459222884654715,9,551.6484550636424,No,0
84,male,Bachelor,57630.53584225299,9,RENT,25627.810753342215,EDUCATION,12.299979428384114,0.44469152297127645,1,615.9369854211978,No,0
41,male,Master,46155.39747610087,23,RENT,24584.28223697513,VENTURE,13.507250274987646,0.5326415453296616,21,644.8623390591006,No,0
22,male,Bachelor,49285.317542834964,20,OWN,6063.335593140369,EDUCATION,5.0,0.1230251907755406,14,553.3972294324265,No,1
73,male,High School,77370.93922507003,4,RENT,19159.176461355164,DEBTCONSOLIDATION,16.384560159894605,0.24762755439250417,23,726.7356313591671,No,0
33,male,Associate,99071.44897033577,18,OWN,8890.98586385656,VENTURE,12.005774271581396,0.08974316976547625,5,672.7373904676006,No,0
55,female,High School,54217.52933227111,18,MORTGAGE,15778.043052918581,PERSONAL,9.938818203028319,0.29101368592845944,10,631.6273224141297,No,0
29,male,High School,93196.11464451574,7,RENT,13588.59283188553,EDUCATION,8.305558454751417,0.14580643070494323,19,724.6611259127155,No,1
68,male,Doctorate,64681.28843588353,26,OWN,18820.702795710462,PERSONAL,16.34342338255508,0.29097600327437534,15,693.9175039064377,No,0
84,female,Bachelor,70345.88713513869,11,OWN,21810.73310718216,PERSONAL,11.97367404855394,0.31004986923091077,11,735.997542830261,No,0
76,male,High School,29701.843475306745,8,OWN,5349.697353493935,DEBTCONSOLIDATION,10.445082358838755,0.18011331040585138,23,685.2068985728272,No,0
46,male,Doctorate,52644.398034631085,18,MORTGAGE,36598.619367388295,EDUCATION,9.492046620107052,0.6952044421386034,27,609.6201158779135,No,0
24,female,Master,64059.54950486715,2,MORTGAGE,18406.725517529136,HOMEIMPROVEMENT,6.976337166151698,0.2873377296562259,18,621.1640645677419,No,0
76,female,High School,46179.4811627733,17,RENT,8812.181754393805,MEDICAL,10.701407660646577,0.19082461587934807,28,566.449880829538,No,0
34,female,Associate,48984.9378614837,26,MORTGAGE,20662.852989984014,VENTURE,13.35444237934114,0.421820541008198,12,731.3973528846436,No,0
49,male,Doctorate,52258.11977545713,0,RENT,17173.46589572395,DEBTCONSOLIDATION,5.286287005356904,0.3286277035896997,4,582.8442357022326,No,0
39,male,Associate,73930.25883579666,14,RENT,25102.590805031276,MEDICAL,19.124408137707682,0.33954420287889925,10,723.1317776376244,No,0
56,male,Doctorate,85463.2399243181,11,RENT,8362.185345501799,MEDICAL,12.062762739849079,0.09784540526320937,4,702.647512846218,No,0
22,female,Bachelor,78808.75637067569,29,MORTGAGE,18968.00818086347,VENTURE,10.561426228050202,0.24068401855813784,6,783.50285998709,Yes,0
60,female,Master,24243.80513429619,20,MORTGAGE,11112.978159755508,EDUCATION,11.818468626672356,0.4583842387032997,27,667.6861717410943,No,0
58,male,Associate,53436.00942018685,22,MORTGAGE,12354.656568240425,VENTURE,13.826206739527592,0.23120470076818894,12,676.8774734109323,No,0
45,male,High School,51508.27217557223,20,OWN,7623.584928958,VENTURE,13.514880191559477,0.14800700172919956,17,661.8312659417137,No,0
21,male,Master,48487.03985213083,10,RENT,9189.607951984639,EDUCATION,10.535415902695414,0.1895270979628753,16,723.4829877322109,No,1
42,male,Master,56260.51691063214,11,OWN,20891.644963025672,VENTURE,6.228248557872423,0.371337593577594,19,643.3415306154047,No,0
42,male,High School,60333.52464801634,25,OWN,8298.012561533327,DEBTCONSOLIDATION,14.633626753022986,0.13753568368404864,3,669.2589408944126,No,0
35,male,Associate,46551.62978927246,10,MORTGAGE,3079.2583962327735,MEDICAL,16.42886924177339,0.06614716627907129,19,621.8152647840822,No,0
28,male,Associate,25864.020581591147,18,MORTGAGE,8940.202167760981,MEDICAL,14.41814791872831,0.34566173265900574,1,677.7836136357154,No,0
32,male,Bachelor,84119.45402575747,11,RENT,14845.15162211352,MEDICAL,12.514356376308616,0.17647703250151764,28,662.2299106116768,No,0
47,female,Doctorate,70773.40342205236,1,OWN,17744.811210914868,HOMEIMPROVEMENT,10.592287384656842,0.25072711432421724,17,798.0773329391051,No,1
46,female,Master,20471.063993215474,24,MORTGAGE,13462.244893653104,HOMEIMPROVEMENT,8.821761437076624,0.6576231161269763,13,641.1833299261599,No,0
70,male,Master,65306.10488730526,18,OWN,8490.408383323636,PERSONAL,20.75435936378304,0.13000941333088253,27,644.1883763981101,No,0
83,male,Bachelor,17272.584964990892,0,MORTGAGE,14518.976067881207,VENTURE,18.80494190510451,0.8405792240888746,11,714.9127394864297,No,0
71,male,Doctorate,86529.32429109905,5,RENT,21874.64919831546,MEDICAL,16.76325642582468,0.25280041624646804,6,569.6959453833805,Yes,0
57,female,Doctorate,54971.713141996064,6,RENT,12740.604052166887,EDUCATION,12.287314275503908,0.23176654544596328,1,637.5802445224367,No,0
84,male,Doctorate,73279.28068673563,29,MORTGAGE,13197.035929144406,EDUCATION,17.42799978222048,0.18009232357998867,13,704.9554658814636,Yes,0
37,male,High School,26795.491116295794,21,OWN,19639.273751587978,MEDICAL,7.766750675353663,0.732932031973255,2,705.9385756263218,No,0
82,female,Bachelor,52211.40369715413,9,RENT,16510.53493970048,VENTURE,12.399477125887367,0.3162246898295978,27,775.1209478662424,Yes,0
70,male,High School,54615.53823346742,7,RENT,27606.19980993095,VENTURE,14.613528351414868,0.5054642085906308,25,502.50883338739123,No,0
28,male,Doctorate,78663.08586446042,4,OWN,10486.682281875117,VENTURE,11.627319970563967,0.13331135139986858,14,644.1665963136574,No,1
32,male,High School,69371.73085660013,8,MORTGAGE,1580.9331695220098,DEBTCONSOLIDATION,14.271061940509204,0.0227892997623195,5,703.7380810100183,No,0
59,female,Master,56106.37089958166,4,RENT,22259.65427961295,MEDICAL,10.101943880681688,0.3967402261581478,28,742.2833733583075,No,0
74,female,High School,58480.96556065231,15,RENT,10666.547856480473,MEDICAL,10.721482972759464,0.18239349768289798,7,624.9040933369308,No,0
62,female,High School,100492.9677487237,25,RENT,18103.56392163221,DEBTCONSOLIDATION,12.36168866784068,0.1801475697971128,5,718.8061149363034,No,0
63,male,Associate,58737.351223651065,6,MORTGAGE,35471.099944397996,HOMEIMPROVEMENT,14.842682707633804,0.6038934205483082,22,647.3701420035678,No,0
52,male,Bachelor,45925.40953610833,29,OWN,16409.06687734685,HOMEIMPROVEMENT,8.141606288911008,0.3572982155868508,2,764.2251067393106,No,0
43,male,Doctorate,60740.85213804572,12,RENT,26137.930544672145,DEBTCONSOLIDATION,12.172974061589036,0.430318799039376,20,821.6139962419193,No,0
55,female,Bachelor,71912.44110144983,5,OWN,9529.267646252245,PERSONAL,6.355147742745059,0.1325120869253891,4,577.6547669956063,Yes,0
29,female,Master,73026.63325711597,12,MORTGAGE,6058.140580427387,EDUCATION,15.713188467010642,0.08295796081817945,27,570.8796524009435,No,0
39,male,Doctorate,87728.06988684885,21,OWN,21916.351766814365,MEDICAL,16.054362031736304,0.24982142882069497,16,603.5007221747901,Yes,0
31,female,Master,67475.60847560229,21,RENT,6301.465629591306,EDUCATION,15.928064006074058,0.09338879295723253,26,706.8694371177222,No,1
81,male,High School,93660.3213145516,5,RENT,22853.23374368376,EDUCATION,12.053484263291788,0.2440012315026422,21,714.7637391247039,No,0
37,male,Associate,46910.76661946102,29,MORTGAGE,8436.68734258883,VENTURE,11.539418919576809,0.17984543742435566,2,667.7965015917671,No,0
82,female,Doctorate,72205.62084452451,18,OWN,18176.515287930048,DEBTCONSOLIDATION,12.793853638699948,0.25173269165662754,13,692.8727141214176,No,0
44,male,Master,59916.04834017682,26,RENT,14524.93993105781,DEBTCONSOLIDATION,10.145435929078538,0.24242152701045344,5,742.693319717758,No,0
31,male,High School,32893.81344987104,20,MORTGAGE,4464.234346040248,MEDICAL,17.03040384570424,0.13571653383526286,12,656.4070703104584,No,0
40,female,Doctorate,59830.81294845941,1,MORTGAGE,14659.35708300315,HOMEIMPROVEMENT,8.958076461453555,0.24501350325343715,21,734.0856303503336,No,0
44,male,Doctorate,59444.31465803287,28,MORTGAGE,14204.217703871866,HOMEIMPROVEMENT,17.39534466512632,0.23894997840558688,15,633.0736329155233,No,0
30,male,Bachelor,38467.54649144715,26,OWN,24313.85965296017,MEDICAL,8.843742263221177,0.6320616174043254,19,622.2250067882476,No,0
83,female,Doctorate,50441.496817325016,26,OWN,4989.005431978918,HOMEIMPROVEMENT,17.51255498933502,0.09890676817237819,17,768.6314944888276,No,0
69,female,Master,92458.33143440101,11,RENT,9283.561099591067,PERSONAL,11.382754329742733,0.10040805361253716,1,611.7231953182446,No,0
81,male,Associate,51032.1155920127,9,OWN,14001.362174983129,VENTURE,15.17615383056394,0.2743637415881413,1,572.2353191801914,No,0
68,female,Doctorate,42763.97046599846,9,RENT,20370.71523557442,EDUCATION,16.670647201310828,0.47635228940612817,4,787.1946899457602,No,0
33,male,Master,35536.610248766934,27,MORTGAGE,11079.820202625526,PERSONAL,17.643207833910278,0.3117860742784261,1,595.1945031042374,No,0
20,female,High School,17023.450583047765,2,MORTGAGE,37597.28318223976,VENTURE,14.775206038369365,1.5,13,668.0446539412743,Yes,0
44,female,High School,44231.22986334124,9,OWN,13082.819714210023,VENTURE,15.766652321835977,0.29578240882361356,24,773.4293818699186,No,1
78,female,Doctorate,57262.97449967903,10,OWN,14110.994660613711,EDUCATION,12.972249259107151,0.2464244092086555,14,712.9016536301172,No,0
24,male,Associate,63760.22137426808,16,RENT,5618.47208378568,EDUCATION,11.555365514542052,0.08811876688453822,8,700.5231865550273,No,0
38,female,Doctorate,57463.91884931693,25,OWN,19269.278737550365,HOMEIMPROVEMENT,8.901911452378751,0.33532830902254795,25,737.554392996437,No,1
42,male,Bachelor,80199.7283868859,12,RENT,24971.620618859008,VENTURE,8.116809580339634,0.3113678951429257,15,712.7248908346711,No,0
28,female,Doctorate,76466.16649808998,8,RENT,2085.4543589335226,PERSONAL,15.413826260667296,0.027272903225580354,19,639.9756481387375,No,0
69,male,Bachelor,75755.92677752014,14,RENT,9655.160202714993,DEBTCONSOLIDATION,8.00825263089689,0.12745088884029165,3,777.626947909281,No,0
35,female,Bachelor,69288.34522175278,3,RENT,16311.267360827314,EDUCATION,12.68657721572222,0.23541141455499015,19,650.5076595667161,No,0
52,male,Bachelor,99037.053200906,13,OWN,26263.7544092409,EDUCATION,14.798222507870896,0.2651911942085191,3,791.3759030110782,No,1
21,male,Bachelor,84801.63315426049,20,MORTGAGE,17995.54006339019,DEBTCONSOLIDATION,14.604974448783002,0.2122074704699963,18,677.3325378637888,No,0
33,male,Bachelor,70935.21699489307,0,MORTGAGE,23576.383084843474,DEBTCONSOLIDATION,14.04412719978545,0.332364995606355,7,778.5087881664336,Yes,0
20,male,High School,40221.37808561351,17,RENT,3354.6518729438994,DEBTCONSOLIDATION,10.895269481456827,0.08340469751691079,27,754.5524559998388,No,0
77,male,Doctorate,79067.05099732292,9,RENT,11338.400882567263,DEBTCONSOLIDATION,14.691719184251607,0.1434023495191589,6,752.7385309990992,No,0
35,male,Doctorate,75735.95187697958,11,RENT,26828.149750292097,HOMEIMPROVEMENT,15.643123452942174,0.3542326871902257,6,711.5299662081032,Yes,0
